Bio ID,Full Name,Hall of Fame Induction Year,GP,GS,Number of Records,Total Points,Assists,Blocks,Post GP,GP,GS,Minutes,PF,Rebounds,Steals,Turnovers,D Rebounds,Fg Attempted,Fg Made,Fg Point,% Fg,Ft Attempted,Ft Made,% FT,O Rebounds,Three Attempted,Three Made,Three Points,% FT,Height,Pos,Race,Stint,Tm ID,Weight,Year,Birth Date,College,Death Date
millebr01,Bradley Alan Miller,,82,0,1,746,158,30,5,35,35,2043,205,417,44,114,331,608,260,520,42.76%,227,189,83.26%,86,136,37,111,27.21%,83,C,W,1,CHI,244,2009,4/12/1976,Purdue,0000-00-00
millemi01,Michael Lloyd Miller,,54,0,1,586,213,12,0,12,12,1805,131,336,39,115,281,433,217,434,50.12%,85,70,82.35%,55,171,82,246,47.95%,80,F,1,1,WAS,211,2009,2/19/1980,Florida,0000-00-00
millspa01,Paul  Millsap,,82,0,1,1134,153,113,10,123,123,2600,321,647,75,129,427,838,455,910,54.30%,322,223,69.25%,220,11,1,3,9.09%,80,F,B,1,UTA,245,2009,2/10/1985,Louisiana Tech,0000-00-00
millspa02,Patrick Sammie Mills,,10,0,1,32,8,0,3,3,3,50,7,2,0,5,1,28,12,24,42.86%,8,5,62.50%,1,5,3,9,60.00%,72,G,B,1,POR,175,2009,8/11/1988,St. Mary's,0000-00-00
mohamna01,Nazr Tahiru Mohammed,,58,0,1,483,30,45,4,49,49,1032,118,312,16,54,193,361,200,400,55.40%,128,83,64.84%,119,0,0,0,0.00%,82,C,B,1,CHR,221,2009,9/5/1977,Kentucky,0000-00-00
moonja01,Jamario Raman Moon,,61,0,1,334,54,35,11,46,46,1165,77,207,38,23,179,271,128,256,47.23%,48,38,79.17%,28,116,40,120,34.48%,80,F,B,1,CLE,205,2009,6/13/1980,Meridian CC,0000-00-00
mooremi01,Clinton Renard Moore,,23,0,1,115,36,13,0,13,13,406,60,69,5,21,43,90,54,108,60.00%,11,7,63.64%,26,0,0,0,0.00%,83,C,B,1,GSW,225,2009,11/4/1975,Nebraska,0000-00-00
morriad01,Adam John Morrison,,31,0,1,82,19,2,2,4,4,254,19,37,3,10,25,94,36,72,38.30%,8,5,62.50%,12,23,5,15,21.74%,80,F,W,1,LAL,205,2009,7/19/1984,Gonzaga,0000-00-00
morrira01,Randolph Albert Morris,,28,0,1,65,2,3,3,6,6,134,37,40,5,12,29,43,24,48,55.81%,28,17,60.71%,11,0,0,0,0.00%,83,F,B,1,ATL,260,2009,1/2/1986,Kentucky,0000-00-00
morroan01,Anthony Jarrad Morrow,,69,0,1,899,104,16,0,16,16,2018,158,259,65,84,198,703,329,658,46.80%,114,101,88.60%,61,307,140,420,45.60%,77,G,B,1,GSW,210,2009,9/27/1985,Georgia Tech,0000-00-00
mulleby01,Byron James Mullens,,13,0,1,15,1,0,1,1,1,58,13,10,2,4,7,21,7,14,33.33%,2,1,50.00%,3,0,0,0,0.00%,84,C,W,1,OKC,275,2009,2/14/1989,Ohio State,0000-00-00
murphtr01,Troy Brandon Murphy,,72,0,1,1050,150,34,0,34,34,2344,175,737,72,100,608,813,384,768,47.23%,193,154,79.79%,129,333,128,384,38.44%,83,F,W,1,IND,245,2009,5/2/1980,Notre Dame,0000-00-00
murraro01,Ronald  Murray,,46,0,1,454,84,12,0,12,12,993,77,98,28,65,83,411,160,320,38.93%,131,93,70.99%,15,131,41,123,31.30%,76,G,B,1,CHR,190,2009,7/29/1979,Shaw,0000-00-00
murraro01,Ronald  Murray,,29,0,1,334,61,4,5,9,9,777,52,98,20,27,81,309,123,246,39.81%,71,56,78.87%,17,102,32,96,31.37%,76,G,B,2,CHI,190,2009,7/29/1979,Shaw,0000-00-00
najered01,Eduardo Alonso Najera,,33,0,1,112,14,12,5,17,17,517,69,86,19,14,59,101,44,88,43.56%,12,8,66.67%,27,52,16,48,30.77%,80,F,W,2,DAL,234,2009,7/11/1976,Oklahoma,0000-00-00
najered01,Eduardo Alonso Najera,,13,0,1,49,15,2,0,2,2,204,33,38,9,12,26,53,20,40,37.74%,12,6,50.00%,12,17,3,9,17.65%,80,F,W,1,NJN,234,2009,7/11/1976,Oklahoma,0000-00-00
nashst01,Stephen John Nash,,81,0,1,1617,1053,13,16,29,45,3199,128,320,46,355,280,1176,598,1196,50.85%,300,278,92.67%,40,341,143,429,41.94%,75,G,W,1,PHO,195,2009,2/7/1974,Santa Clara,0000-00-00
nelsoja01,Jameer  Nelson,,65,0,1,1084,420,2,14,16,30,2339,185,244,62,174,209,896,408,816,45.54%,178,149,83.71%,35,310,119,357,38.39%,72,G,B,1,ORL,190,2009,2/9/1982,St. Joseph's,0000-00-00
nestera01,Radoslav  Nesterovic,,42,0,1,163,25,17,0,17,17,413,54,89,10,16,52,149,81,162,54.36%,5,1,20.00%,37,0,0,0,0.00%,84,C,W,1,TOR,248,2009,5/30/1976,none,0000-00-00
noahjo01,Joakim Simon Noah,,64,0,1,761,145,107,5,112,117,2113,218,770,41,132,530,573,290,580,50.61%,238,181,76.05%,240,0,0,0,0.00%,83,F-C,B,1,CHI,230,2009,2/25/1985,Florida,0000-00-00
nocioan01,Andres Marcelo Nocioni,,75,0,1,635,75,26,0,26,26,1477,160,222,32,67,190,587,234,468,39.86%,99,71,71.72%,32,249,96,288,38.55%,79,F,W,1,SAC,225,2009,11/30/1979,none,0000-00-00
novakst01,Steven Michael Novak,,54,0,1,113,6,2,0,2,2,362,21,33,7,2,32,108,42,84,38.89%,9,7,77.78%,1,71,22,66,30.99%,82,F,W,1,LAC,220,2009,6/13/1983,Marquette,0000-00-00
nowitdi01,Dirk Werner Nowitzki,,81,0,1,2187,236,83,6,89,95,3272,223,669,75,159,582,1602,778,1556,48.56%,628,576,91.72%,87,128,55,165,42.97%,83,C,W,1,DAL,237,2009,6/19/1978,none,0000-00-00
obertfa01,Fabricio Raul Jesus Oberto,,57,0,1,83,51,9,0,9,9,650,121,105,11,36,71,56,35,70,62.50%,17,13,76.47%,34,0,0,0,0.00%,82,F,W,1,WAS,245,2009,3/21/1975,none,0000-00-00
obryapa01,Patrick Fitzgerald O'Bryant,,11,0,1,19,1,4,0,4,4,51,12,11,2,5,9,15,8,16,53.33%,6,3,50.00%,2,1,0,0,0.00%,84,C,B,1,TOR,260,2009,6/20/1986,Bradley,0000-00-00
odengr01,Gregory Wayen Oden,,21,0,1,233,19,48,0,48,48,502,84,178,8,39,114,152,92,184,60.53%,64,49,76.56%,64,0,0,0,0.00%,84,C,B,1,POR,285,2009,1/22/1988,Ohio State,0000-00-00
odomla01,Lamar Joseph Odom,,82,0,1,1104,313,80,23,103,103,3252,311,1000,90,178,756,933,433,866,46.41%,252,170,67.46%,244,223,68,204,30.49%,82,F,B,1,LAL,220,2009,11/6/1979,Rhode Island,0000-00-00
okafoem01,Chukwuemeka Noubuisi Okafor,,82,0,1,850,55,127,0,127,127,2370,218,742,54,111,491,656,348,696,53.05%,274,154,56.20%,251,0,0,0,0.00%,82,F-C,B,1,NOH,252,2009,9/28/1982,Connecticut,0000-00-00
okurme01,Mehmet  Okur,,73,0,1,995,119,81,1,82,83,2160,223,517,38,128,384,777,357,714,45.95%,241,198,82.16%,133,214,83,249,38.79%,83,C-F,W,1,UTA,249,2009,5/26/1979,none,0000-00-00
ollieke01,Kevin Jermaine Ollie,,25,0,1,44,20,0,1,1,1,268,16,25,9,6,22,46,18,36,39.13%,8,8,100.00%,3,1,0,0,0.00%,76,G,B,1,OKC,195,2009,12/27/1972,Connecticut,0000-00-00
onealje01,Jermaine  O'Neal,,70,0,1,971,97,105,5,110,115,2108,225,514,29,132,380,789,403,806,51.08%,232,165,71.12%,134,2,0,0,0.00%,83,F-C,B,1,MIA,226,2009,10/13/1978,none,0000-00-00
onealsh01,Shaquille Rashaun O'Neal,,53,0,1,763,95,75,11,86,97,1483,210,416,17,129,302,556,310,620,55.76%,273,143,52.38%,114,1,0,0,0.00%,85,C,B,1,CLE,300,2009,3/6/1972,Louisiana State,0000-00-00
outlatr01,Travis Marquez Outlaw,,11,0,1,109,8,8,0,8,8,231,13,38,7,12,25,101,38,76,37.62%,24,21,87.50%,13,31,12,36,38.71%,81,F,B,1,POR,210,2009,9/18/1984,none,0000-00-00
outlatr01,Travis Marquez Outlaw,,23,0,1,200,26,9,0,9,9,499,30,83,11,20,63,180,72,144,40.00%,35,28,80.00%,20,74,28,84,37.84%,81,F,B,2,LAC,210,2009,9/18/1984,none,0000-00-00
pachuza01,Zaur  Pachulia,,78,0,1,384,45,37,11,48,48,1250,220,331,39,67,195,281,138,276,49.11%,167,108,64.67%,136,4,0,0,0.00%,83,F-C,W,1,ATL,240,2009,2/10/1984,none,0000-00-00
pargoja01,Jannero  Pargo,,63,0,1,347,90,2,2,4,4,836,68,78,29,50,69,386,133,266,34.46%,45,42,93.33%,9,140,39,117,27.86%,74,G,B,1,CHI,170,2009,9/22/1979,Arkansas,0000-00-00
parkean01,Anthony Michael Parker,,81,0,1,686,171,21,11,32,43,2620,167,257,72,82,226,539,236,472,43.78%,110,86,78.18%,31,305,128,384,41.97%,76,G,B,1,CLE,215,2009,6/19/1975,Bradley,0000-00-00
parketo01,William Anthony Parker,,56,0,1,1067,371,8,10,18,20,2063,116,173,35,171,157,870,422,844,48.51%,288,211,73.26%,16,37,12,36,32.43%,74,G,B,1,SAS,177,2009,5/17/1982,none,0000-00-00
paulch01,Christopher Emmanuel Paul,,45,0,1,841,480,8,0,8,8,1712,118,191,96,112,171,637,314,628,49.29%,190,161,84.74%,20,127,52,156,40.94%,72,G,B,1,NOH,175,2009,5/6/1985,Wake Forest,0000-00-00
pavloal01,Aleksandar  Pavlovic,,71,0,1,263,58,6,0,6,6,877,84,117,23,53,105,300,109,218,36.33%,26,10,38.46%,12,118,35,105,29.66%,79,F,W,1,MIN,210,2009,11/15/1983,none,0000-00-00
pecheol01,Oleksiy  Pecherov,,44,0,1,197,11,14,0,14,14,447,55,124,9,32,92,188,77,154,40.96%,32,29,90.63%,32,52,14,42,26.92%,84,C-F,W,1,MIN,210,2009,12/8/1985,none,0000-00-00
pendeje02,Jeff Curtis Pendergraph,,39,0,1,111,1,19,3,22,22,422,77,100,9,13,73,69,45,90,65.22%,24,21,87.50%,27,0,0,0,0.00%,82,F,B,1,POR,240,2009,4/29/1987,Arizona State,0000-00-00
perkike01,Kendrick Le'Dale Perkins,,78,0,1,922,102,164,23,187,210,2729,298,738,35,208,542,618,363,726,58.74%,335,196,58.51%,196,4,0,0,0.00%,82,C,B,1,BOS,280,2009,11/10/1984,none,0000-00-00
petermo01,Morris  Peterson,,46,0,1,327,42,5,0,5,5,973,81,126,25,27,109,301,116,232,38.54%,54,33,61.11%,17,171,62,186,36.26%,79,G-F,B,1,NOH,215,2009,8/26/1977,Michigan State,0000-00-00
petrojo01,Johan  Petro,,36,0,1,135,15,16,6,22,23,480,93,140,11,26,106,112,60,120,53.57%,23,15,65.22%,34,1,0,0,0.00%,84,C,B,1,DEN,247,2009,1/27/1986,none,0000-00-00
piercpa01,Paul Anthony Pierce,,71,0,1,1747,300,45,24,69,93,3341,276,453,108,230,394,1203,556,1112,46.22%,575,486,84.52%,59,365,149,447,40.82%,78,F,B,1,BOS,220,2009,10/13/1977,Kansas,0000-00-00
pietrmi01,Mickael  Pietrus,,75,0,1,769,59,37,14,51,51,1969,165,235,62,75,194,619,268,536,43.30%,139,89,64.03%,41,367,144,432,39.24%,78,G-F,B,1,ORL,200,2009,2/7/1982,none,0000-00-00
poseyja01,James Mikley Mantell Posey,,77,0,1,399,117,19,0,19,19,1731,204,329,42,51,297,345,126,252,36.52%,80,66,82.50%,32,242,81,243,33.47%,79,G-F,B,1,NOH,215,2009,1/13/1977,Xavier,0000-00-00
powele01,Leon  Powe,,20,0,1,84,0,2,3,5,5,245,39,63,6,12,43,53,22,44,41.51%,67,40,59.70%,20,0,0,0,0.00%,80,F,B,1,CLE,240,2009,1/22/1984,California,0000-00-00
poweljo01,Josh  Powell,,63,0,1,178,36,6,13,19,19,621,80,122,9,34,76,202,74,148,36.63%,35,23,65.71%,46,17,7,21,41.18%,81,F,B,1,LAL,225,2009,12/5/1983,North Carolina State,0000-00-00
priceaj01,Anthony Jordan Price,,56,0,1,410,106,3,0,3,3,865,53,88,35,59,76,354,145,290,40.96%,75,60,80.00%,12,174,60,180,34.48%,74,G,B,1,IND,181,2009,10/7/1986,Connecticut,0000-00-00
pricero01,Ronnie  Price,,60,0,1,275,137,14,10,24,24,896,129,84,44,58,51,266,105,210,39.47%,67,45,67.16%,33,70,20,60,28.57%,74,G,B,1,UTA,190,2009,6/21/1983,Utah Valley State,0000-00-00
princta01,Tayshaun Durell Prince,,49,0,1,661,161,22,0,22,22,1664,77,248,34,60,177,580,282,564,48.62%,98,70,71.43%,71,73,27,81,36.99%,81,F-G,B,1,DET,215,2009,2/28/1980,Kentucky,0000-00-00
przybjo01,Joel Anthony Przybilla,,30,0,1,123,8,43,0,43,43,681,95,238,8,39,166,86,45,90,52.33%,51,33,64.71%,72,0,0,0,0.00%,85,C,W,1,POR,243,2009,10/10/1979,Minnesota,0000-00-00
quinnch01,Christopher James Quinn,,25,0,1,56,29,1,0,1,1,223,15,16,9,10,15,56,20,40,35.71%,6,6,100.00%,1,32,10,30,31.25%,74,G,W,1,NJN,185,2009,9/27/1983,Notre Dame,0000-00-00
radmavl01,Vladimir  Radmanovic,,33,0,1,217,38,6,0,6,6,758,79,149,26,39,106,231,89,178,38.53%,21,16,76.19%,43,86,23,69,26.74%,82,F,W,2,GSW,227,2009,11/19/1980,none,0000-00-00
radmavl01,Vladimir  Radmanovic,,8,0,1,39,7,1,0,1,1,133,18,29,3,5,21,42,14,28,33.33%,6,4,66.67%,8,22,7,21,31.82%,82,F,W,1,CHR,227,2009,11/19/1980,none,0000-00-00
randoan01,Anthony Erwin Randolph,,33,0,1,384,42,51,0,51,51,749,92,215,28,49,142,309,137,274,44.34%,136,109,80.15%,73,5,1,3,20.00%,82,F,B,1,GSW,210,2009,7/15/1989,Louisiana State,0000-00-00
randosh01,Ronald Shavlik Randolph,,3,0,1,4,1,0,0,0,0,6,0,1,0,1,1,3,1,2,33.33%,2,2,100.00%,0,0,0,0,0.00%,82,F,W,2,POR,240,2009,11/24/1983,Duke,0000-00-00
randosh01,Ronald Shavlik Randolph,,3,0,1,10,0,1,0,1,1,47,9,13,1,2,6,15,5,10,33.33%,0,0,0.00%,7,0,0,0,0.00%,82,F,W,1,MIA,240,2009,11/24/1983,Duke,0000-00-00
randoza01,Zachary  Randolph,,81,0,1,1681,149,34,0,34,34,3051,226,950,80,174,620,1336,652,1304,48.80%,465,362,77.85%,330,52,15,45,28.85%,81,F,B,1,MEM,270,2009,7/16/1981,Michigan State,0000-00-00
ratlith01,Theophalus Curtis Ratliff,,21,0,1,34,9,18,0,18,18,183,27,40,3,16,25,36,16,32,44.44%,4,2,50.00%,15,0,0,0,0.00%,82,F-C,B,1,SAS,225,2009,4/17/1973,Wyoming,0000-00-00
ratlith01,Theophalus Curtis Ratliff,,28,0,1,151,17,43,4,47,51,671,75,120,11,27,76,124,57,114,45.97%,48,37,77.08%,44,0,0,0,0.00%,82,F-C,B,2,CHR,225,2009,4/17/1973,Wyoming,0000-00-00
reddmi01,Michael Wesley Redd,,18,0,1,215,39,2,0,2,2,492,24,54,19,15,43,213,75,150,35.21%,66,47,71.21%,11,60,18,54,30.00%,78,G,B,1,MIL,214,2009,8/24/1979,Ohio State,0000-00-00
redicjj01,Jonathan Clay Redick,,82,0,1,893,177,4,14,18,18,2077,140,179,38,83,158,624,273,546,43.75%,257,221,85.99%,21,309,126,378,40.78%,76,G,W,1,ORL,190,2009,6/24/1984,Duke,0000-00-00
richach01,Chris  Richard,,18,0,1,37,7,4,2,6,6,229,50,62,8,14,42,29,15,30,51.72%,11,7,63.64%,20,0,0,0,0.00%,81,F,B,1,CHI,255,2009,12/25/1984,Florida,0000-00-00
richaja01,Jason Anthony Richardson,,79,0,1,1555,160,37,16,53,69,3018,204,491,83,102,392,1221,585,1170,47.91%,242,180,74.38%,99,501,205,615,40.92%,78,G-F,B,1,PHO,220,2009,1/20/1981,Michigan State,0000-00-00
richaqu01,Quentin L. Richardson,,76,0,1,727,101,19,5,24,29,2231,185,393,78,67,328,606,260,520,42.90%,76,56,73.68%,65,380,151,453,39.74%,78,G,B,1,MIA,223,2009,4/13/1980,DePaul,0000-00-00
ridnolu01,Lukas Robin Ridnour,,82,0,1,909,337,8,7,15,15,1880,195,156,58,116,128,731,349,698,47.74%,152,137,90.13%,28,195,74,222,37.95%,74,G,W,1,MIL,175,2009,2/13/1981,Oregon,0000-00-00
robinna01,Nathaniel Cornelius Robinson,,30,0,1,397,112,5,0,5,5,733,66,72,27,53,49,336,152,304,45.24%,54,42,77.78%,23,136,51,153,37.50%,69,G,B,1,NYK,180,2009,5/31/1984,Washington,0000-00-00
robinna01,Nathaniel Cornelius Robinson,,26,0,1,241,69,1,17,18,18,510,66,52,28,27,43,221,87,174,39.37%,28,20,71.43%,9,120,47,141,39.17%,69,G,B,2,BOS,180,2009,5/31/1984,Washington,0000-00-00
rodrise01,Sergio  Rodriguez Gomez,,27,0,1,200,91,2,0,2,2,531,38,39,21,55,30,161,79,158,49.07%,31,25,80.65%,9,49,17,51,34.69%,75,G,W,2,NYK,168,2009,6/12/1986,none,0000-00-00
rodrise01,Sergio  Rodriguez Gomez,,39,0,1,234,121,3,0,3,3,517,46,50,29,59,35,190,88,176,46.32%,62,43,69.35%,15,42,15,45,35.71%,75,G,W,1,SAC,168,2009,6/12/1986,none,0000-00-00
rondora01,Rajon Pierre Rondo,,81,0,1,1489,1017,14,24,38,62,3938,255,494,235,318,356,1230,610,1220,49.59%,396,243,61.36%,138,104,26,78,25.00%,73,F,B,1,BOS,171,2009,2/22/1986,Kentucky,0000-00-00
rosede01,Derrick Martell Rose,,78,0,1,1753,505,27,5,32,37,3083,104,310,61,230,241,1498,729,1458,48.66%,360,277,76.94%,69,66,18,54,27.27%,75,G,B,1,CHI,190,2009,10/4/1988,Memphis,0000-00-00
rossqu01,Quinton Lenord Ross,,27,0,1,54,7,4,0,4,4,301,34,27,7,3,16,56,23,46,41.07%,8,5,62.50%,11,13,3,9,23.08%,78,G,B,1,DAL,193,2009,4/30/1981,Southern Methodist,0000-00-00
rossqu01,Quinton Lenord Ross,,25,0,1,38,5,2,0,2,2,261,35,22,6,8,16,55,17,34,30.91%,6,3,50.00%,6,8,1,3,12.50%,78,G,B,2,WAS,193,2009,4/30/1981,Southern Methodist,0000-00-00
roybr01,Brandon DaWayne Roy,,65,0,1,1427,310,16,3,19,20,2502,143,292,61,132,217,1071,501,1002,46.78%,449,350,77.95%,75,233,75,225,32.19%,78,G,B,1,POR,215,2009,7/23/1984,Washington,0000-00-00
rushbr01,Brandon Leray Rush,,82,0,1,774,112,65,0,65,65,2491,159,346,56,93,305,702,297,594,42.31%,89,56,62.92%,41,302,124,372,41.06%,78,G,B,1,IND,210,2009,7/7/1985,Kansas,0000-00-00
rushka01,Kareem Lamar Rush,,7,0,1,9,4,3,0,3,3,58,8,6,2,3,5,11,4,8,36.36%,0,0,0.00%,1,3,1,3,33.33%,78,G,B,1,LAC,215,2009,10/30/1980,Missouri,0000-00-00
salmojo01,John Rashall Salmons,,30,0,1,715,126,8,7,15,22,1414,84,122,44,65,98,552,251,502,45.47%,186,164,88.17%,24,140,49,147,35.00%,78,G-F,B,2,MIL,210,2009,12/12/1979,Miami (FL),0000-00-00
salmojo01,John Rashall Salmons,,51,0,1,649,125,22,0,22,22,1695,101,174,65,70,156,548,230,460,41.97%,147,116,78.91%,18,192,73,219,38.02%,78,G-F,B,1,CHI,210,2009,12/12/1979,Miami (FL),0000-00-00
scalabr01,Brian David Scalabrine,,52,0,1,78,27,4,1,5,5,473,59,48,9,17,39,85,29,58,34.12%,6,4,66.67%,9,49,16,48,32.65%,81,F,W,1,BOS,240,2009,3/18/1978,Southern California,0000-00-00
scolalu01,Luis Alberto Scola Balvoa,,82,0,1,1329,169,26,0,26,26,2671,246,705,63,163,530,1090,560,1120,51.38%,267,208,77.90%,175,5,1,3,20.00%,81,F,W,1,HOU,245,2009,4/30/1980,none,0000-00-00
sefolth01,Thabo Patrick Sefolosha,,82,0,1,516,152,52,6,58,64,2475,169,405,102,92,326,468,202,404,43.16%,98,68,69.39%,79,144,44,132,30.56%,77,G,B,1,OKC,215,2009,5/2/1984,none,0000-00-00
sessira01,Ramon  Sessions,,82,0,1,674,258,5,0,5,5,1732,137,214,55,137,156,555,253,506,45.59%,233,167,71.67%,58,15,1,3,6.67%,75,G,B,1,MIN,190,2009,4/11/1986,Nevada-Reno,0000-00-00
simmobo01,Bobby  Simmons,,23,0,1,122,15,3,0,3,3,395,52,63,15,19,52,117,42,84,35.90%,20,18,90.00%,11,63,20,60,31.75%,78,G-F,B,1,NJN,210,2009,6/2/1980,DePaul,0000-00-00
singlja01,James  Singleton,,25,0,1,59,9,7,0,7,7,211,31,55,11,12,38,64,24,48,37.50%,6,6,100.00%,17,22,5,15,22.73%,80,F,B,1,DAL,215,2009,7/20/1981,Murray State,0000-00-00
singlja01,James  Singleton,,32,0,1,195,22,36,0,36,36,766,82,221,17,37,130,190,73,146,38.42%,56,47,83.93%,91,15,2,6,13.33%,80,F,B,2,WAS,215,2009,7/20/1981,Murray State,0000-00-00
skinnbr01,Brian  Skinner,,16,0,1,26,0,4,0,4,4,123,20,27,3,7,18,25,10,20,40.00%,8,6,75.00%,9,0,0,0,0.00%,81,F-C,B,1,LAC,255,2009,5/19/1976,Baylor,0000-00-00
smithcr01,Craig  Smith,,75,0,1,585,84,25,0,25,25,1232,194,287,33,88,190,397,226,452,56.93%,208,132,63.46%,97,5,1,3,20.00%,79,F,B,1,LAC,250,2009,11/10/1983,Boston College,0000-00-00
smithja02,Jason Victor Smith,,56,0,1,189,33,28,0,28,28,658,110,135,21,35,81,174,75,150,43.10%,42,29,69.05%,54,29,10,30,34.48%,84,F,W,1,PHI,240,2009,3/2/1986,Colorado State,0000-00-00
smithjo02,Joseph Leynard Smith,,64,0,1,194,21,20,5,25,25,616,96,159,6,23,92,196,77,154,39.29%,48,39,81.25%,67,7,1,3,14.29%,82,F,B,1,ATL,225,2009,7/26/1975,Maryland,0000-00-00
smithjo03,Joshua  Smith,,81,0,1,1424,371,192,11,203,214,3263,270,804,143,215,544,1128,566,1132,50.18%,466,290,62.23%,260,13,2,6,15.38%,81,F,B,1,ATL,210,2009,12/5/1985,none,0000-00-00
smithjr01,Earl  Smith,,75,0,1,1223,193,22,6,28,28,2235,191,257,103,145,224,1090,449,898,41.19%,217,156,71.89%,33,498,169,507,33.94%,78,G,B,1,DEN,220,2009,9/9/1985,none,0000-00-00
songada01,Darius  Songaila,,75,0,1,543,70,14,0,14,14,1410,206,232,62,81,173,488,241,482,49.39%,74,60,81.08%,59,6,1,3,16.67%,81,F,W,1,NOH,248,2009,2/14/1978,Wake Forest,0000-00-00
speigma01,Marreese  Speights,,62,0,1,532,36,34,0,34,34,1016,152,252,29,51,167,444,212,424,47.75%,145,108,74.48%,85,5,0,0,0.00%,82,C,B,1,PHI,245,2009,8/4/1987,Florida,0000-00-00
stackje01,Jerry Darnell Stackhouse,,42,0,1,409,78,10,7,17,17,999,60,112,26,71,92,359,143,286,39.83%,89,73,82.02%,20,145,50,150,34.48%,78,G-F,B,1,MIL,218,2009,11/5/1974,North Carolina,0000-00-00
stevede01,DeShawn  Stevenson,,24,0,1,49,12,1,2,3,3,273,25,26,5,6,22,63,17,34,26.98%,10,7,70.00%,4,28,8,24,28.57%,77,G,B,2,DAL,210,2009,4/3/1981,none,0000-00-00
stevede01,DeShawn  Stevenson,,40,0,1,87,44,5,0,5,5,616,51,65,11,24,58,103,29,58,28.16%,25,18,72.00%,7,62,11,33,17.74%,77,G,B,1,WAS,210,2009,4/3/1981,none,0000-00-00
stojape01,Predrag  Stojakovic,,62,0,1,784,92,5,0,5,5,1947,83,227,48,56,188,688,278,556,40.41%,107,96,89.72%,39,352,132,396,37.50%,81,F-G,W,1,NOH,220,2009,6/9/1977,none,0000-00-00
stoudam01,Amar'e Carsares Stoudemire,,82,0,1,2251,100,107,16,123,139,3422,335,838,63,253,562,1503,828,1656,55.09%,774,594,76.74%,276,10,1,3,10.00%,82,F-C,B,1,PHO,245,2009,11/16/1982,none,0000-00-00
stuckro01,Rodney Norvell Stuckey,,73,0,1,1215,348,12,0,12,12,2499,205,281,101,163,214,1109,449,898,40.49%,359,299,83.29%,67,79,18,54,22.78%,77,G,B,1,DET,205,2009,4/21/1986,Eastern Washington,0000-00-00
summeda01,DaJuan Michael Summers,,44,0,1,134,16,7,0,7,7,405,52,45,8,16,31,130,46,92,35.38%,38,27,71.05%,14,42,15,45,35.71%,80,F,B,1,DET,240,2009,1/24/1988,Georgetown,0000-00-00
tayloje02,Jermaine  Taylor,,31,0,1,128,16,3,0,3,3,303,15,46,10,19,25,119,45,90,37.82%,46,33,71.74%,21,22,5,15,22.73%,76,G-F,B,1,HOU,210,2009,12/8/1986,Central Florida,0000-00-00
teaguje01,Jeffrey Demarco Teague,,71,0,1,244,126,12,9,21,21,778,85,69,37,54,64,248,97,194,39.11%,49,41,83.67%,5,37,9,27,24.32%,74,G,B,1,ATL,180,2009,6/10/1988,Wake Forest,0000-00-00
telfase01,Sebastian  Telfair,,4,0,1,39,12,0,0,0,0,77,6,4,2,6,4,35,16,32,45.71%,6,5,83.33%,0,9,2,6,22.22%,72,G,B,2,CLE,165,2009,6/9/1985,none,0000-00-00
telfase01,Sebastian  Telfair,,39,0,1,169,114,5,0,5,5,582,65,41,22,44,36,166,67,134,40.36%,31,24,77.42%,5,47,11,33,23.40%,72,G,B,1,LAC,165,2009,6/9/1985,none,0000-00-00
templga01,Garrett Bartholomew Temple,,9,0,1,45,7,4,0,4,4,118,16,14,4,14,12,29,13,26,44.83%,24,16,66.67%,2,12,3,9,25.00%,78,G,B,1,HOU,190,2009,5/8/1986,LSU,0000-00-00
templga01,Garrett Bartholomew Temple,,13,0,1,84,14,2,6,8,8,208,26,16,9,13,13,67,29,58,43.28%,22,15,68.18%,3,26,11,33,42.31%,78,G,B,3,SAS,190,2009,5/8/1986,LSU,0000-00-00
templga01,Garrett Bartholomew Temple,,5,0,1,11,2,0,0,0,0,23,1,3,1,2,2,8,3,6,37.50%,5,5,100.00%,1,2,0,0,0.00%,78,G,B,2,SAC,190,2009,5/8/1986,LSU,0000-00-00
terryja01,Jason Eugene Terry,,77,0,1,1356,304,18,6,24,24,2714,158,155,98,115,134,1110,482,964,43.42%,284,244,85.92%,21,403,148,444,36.72%,74,G,B,1,DAL,172,2009,9/15/1977,Arizona,0000-00-00
thabeha01,Hasheem  Thabeet,,68,0,1,208,11,89,0,89,89,883,162,243,15,43,158,131,77,154,58.78%,93,54,58.06%,85,0,0,0,0.00%,87,C,B,1,MEM,267,2009,2/16/1987,Connecticut,0000-00-00
thomaet01,Dedrick Etan Thomas,,23,0,1,87,1,16,2,18,18,338,40,68,4,19,49,74,36,72,48.65%,24,15,62.50%,19,0,0,0,0.00%,81,F-C,B,1,OKC,256,2009,4/1/1978,Syracuse,0000-00-00
thomake01,Kenneth Cornelius Thomas,,26,0,1,41,15,10,0,10,10,313,42,86,10,17,51,35,17,34,48.57%,12,7,58.33%,35,0,0,0,0.00%,79,F-C,B,1,SAC,245,2009,7/25/1977,New Mexico,0000-00-00
thomaku01,Kurt Vincent Thomas,,70,0,1,248,58,50,7,57,64,1248,185,346,29,56,250,243,116,232,47.74%,20,16,80.00%,96,0,0,0,0.00%,81,F,B,1,MIL,230,2009,10/4/1972,TCU,0000-00-00
