bioID,Full Name,pos,height,weight,college,birthDate,deathDate,race
belinma01,Marco Stefano Belinelli,G,77,192,none,3/25/1986,0000-00-00,W
billili01,Lionel  Billingy,F-C,81,215,Duquesne,8/31/1952,0000-00-00,B
birchpa01,Paul  Birch,F-G-C,73,190,Duquesne,1/4/1910,6/5/1982,W
biyombi01,Bismack  Biyombo Sumba,F,81,229,none,8/28/1992,0000-00-00,B
blairde01,DeJuan Lamont Blair,F,79,265,Pittsburgh,4/22/1989,0000-00-00,B
breweco01,Corey Wayne Brewer,G-F,81,185,Florida,3/5/1986,0000-00-00,B
brookaa01,Aaron Jamal Brooks,G,72,160,Oregon,1/14/1985,0000-00-00,B
brookcl01,Clarence  Brookins,F,76,190,Temple,0000-00-00,0000-00-00,B
brownbo03,Bob  Brown,F-C,79,0,Oklahoma,0000-00-00,0000-00-00,W
brownde04,Derrick Paul Brown,,79,225,Xavier,9/7/1987,0000-00-00,B
budinch01,Chase Andrew Budinger,G-F,79,218,Arizona,5/22/1988,0000-00-00,W
butleja01,Jackie  Butler,F-C,82,250,none,3/10/1985,0000-00-00,B
bynuman01,Andrew  Bynum,C,84,285,none,10/28/1987,0000-00-00,B
carrode01,DeMarre LaEdrick Carroll,F,80,212,Missouri,7/27/1986,0000-00-00,B
casspom01,Omri  Casspi,F,81,211,none,6/22/1988,0000-00-00,W
chandwi01,Wilson Jamall Chandler,F,80,220,DePaul,5/10/1987,0000-00-00,B
chollle01,Leroy Patrick Chollet,F,74,190,Canisius,3/5/1924,6/10/1998,W
clarkea01,Earl Rashad Clark,F,82,226,Louisville,1/17/1988,0000-00-00,B
collida01,Darren Michael Collison,G,72,160,UCLA,8/23/1987,0000-00-00,B
collish01,Sherron Marlon Collins,G,71,205,Kansas,5/18/1987,0000-00-00,B
cookda02,Daequan  Cook,G,77,205,Ohio State,4/28/1987,0000-00-00,B
crittja01,Javaris Cortez Crittenton,G,77,198,Georgia Tech,12/31/1987,0000-00-00,B
cunnida01,Dante  Cunningham,F,80,227,Villanova,4/22/1987,0000-00-00,B
curear01,Armand Arthur Cure,F,72,198,Rhode Island,8/7/1919,11/28/2003,W
curryja01,JamesOn  Curry,G,75,190,Oklahoma State,1/7/1986,0000-00-00,B
currymi01,Michael Edward Curry,F-G,77,210,Georgia Southern,8/22/1968,0000-00-00,B
dantlad01,Adrian Delano Dantley,F-G,77,208,Notre Dame,2/26/1955,0000-00-00,B
daughma01,Mack  Daughtry,G,75,175,Albany State (GA),0000-00-00,0000-00-00,B
davidje01,Jermareo B. Davidson,F,82,230,Alabama,11/17/1984,0000-00-00,B
davisme02,Mel  Davis,,77,195,Tennessee State,7/30/1937,0000-00-00,B
dawsoer01,Eric  Dawson,F,81,250,Midwestern State,7/7/1984,0000-00-00,B
dayeau01,Austin Darren Daye,F,82,200,Gonzaga,6/5/1988,0000-00-00,B
dehnehe01,Henry G. Dehnert,F,74.5,175,Columbia,0000-00-00,0000-00-00,W
derozde01,DeMar Darnell DeRozan,G-F,79,220,USC,8/7/1989,0000-00-00,B
dinneha01,Harry  Dinnel,F-G,76,200,Pepperdine,0000-00-00,0000-00-00,W
diopde01,Desagana Ngagne Diop,C,84,280,none,1/30/1983,0000-00-00,B
diutefr01,Fred Homer Diute,G,75,210,St. Bonaventure,6/9/1929,7/19/2004,W
douglch01,Chris  Douglas-Roberts,G,79,200,Memphis ,1/8/1987,0000-00-00,B
douglto01,Toney Bernard Douglas,G,74,190,Florida State,3/16/1986,0000-00-00,B
dragigo01,Goran  Dragic,G,76,180,none,5/6/1986,0000-00-00,W
dudleja01,Jared Anthony Dudley,G-F,79,225,Boston College,7/10/1985,0000-00-00,B
dumasri01,Richard  Dumas,G,75,170,NE Oklahoma State,0000-00-00,0000-00-00,B
duranke01,Kevin Wayne Durant,F,81,215,Texas,9/29/1988,0000-00-00,B
ellinwa01,Wayne Robert Ellington,G,76,200,North Carolina,10/29/1987,0000-00-00,B
esposvi01,Vincenzo  Esposito,G,75,198,none,3/1/1969,0000-00-00,W
evansty01,Tyreke Jamir Evans,G,78,220,Memphis,9/19/1989,0000-00-00,B
feigege01,George  Feigenbaum,G,73,185,Kentucky (DNP),7/2/1928,12/25/2000,W
fesenky01,Kyrylo  Fesenko,C,84,235,none,12/24/1986,0000-00-00,W
flynnjo01,Jonny William Flynn,G,72,185,Syracuse,2/6/1989,0000-00-00,B
fordja01,Jake  Ford,G,75,180,Maryland State,4/29/1945,5/19/1996,B
fortejo01,Joseph Xavier Forte,G,75,192,North Carolina,3/23/1981,0000-00-00,B
foyera01,Randy  Foye,G,76,210,Villanova,9/9/1983,0000-00-00,B
gaineel01,Elmer R. Gainer,F-C,78,195,DePaul,0000-00-00,0000-00-00,W
gainesu01,Sundiata Kofi Gaines,G,73,195,Georgia,8/18/1986,0000-00-00,B
gardnth01,Thomas Earl Gardner,G,77,225,Missouri,2/8/1985,0000-00-00,B
geeal01,Alonzo Edward Gee,G,78,220,Alabama,5/29/1987,0000-00-00,B
gibsota01,Taj Jami Gibson,F,81,225,USC,6/24/1985,0000-00-00,B
gildetr01,Trey  Gilder,F,81,205,Northwestern State,1/24/1985,0000-00-00,B
gillege01,Gene  Gillette,F,74,205,St. Mary's (CA),0000-00-00,0000-00-00,W
givenjo01,John  Givens,G,72,170,Western Kentucky,5/12/1926,12/8/2009,W
gordoer01,Eric  Gordon,G,75,222,Indiana,12/25/1988,0000-00-00,B
gortama01,Marcin  Gortat,F-C,83,240,none,2/17/1984,0000-00-00,W
grayaa01,Aaron Michael Gray,C,84,270,Pittsburgh ,12/7/1984,0000-00-00,W
grayde01,Devin Antoine Gray,F,78,230,Clemson,3/31/1972,0000-00-00,B
greendo01,Donte Dominic Greene,F,83,226,Syracuse,2/21/1988,0000-00-00,B
greenta01,Taurean  Green,G,72,177,Florida,11/28/1986,0000-00-00,B
griffbl01,Blake Austin Griffin,F,82,251,Oklahoma,3/16/1989,0000-00-00,B
griffta01,Taylor  Griffin,F,79,240,Oklahoma,4/18/1986,0000-00-00,B
haddaha01,Hamed  Haddadi,C,86,254,none,5/19/1985,0000-00-00,W
hairsma01,Malik Samory Hairston,G,78,220,Oregon,2/23/1987,0000-00-00,B
hamilst01,Steve Absher Hamilton,F-C,78,190,Morehead State,11/30/1934,12/2/1997,W
hansela01,Lars  Hansen,C,82,225,Washington,9/27/1954,0000-00-00,W
hardeja01,James Craig Hegi Harden,G,77,220,Arizona State,8/26/1989,0000-00-00,B
hardyda01,Darrell Gene Hardy,F,79,220,Baylor,0000-00-00,0000-00-00,W
harrejo01,Josh Douglas Harrellson,C,82,275,Kentucky,12/12/1989,0000-00-00,W
harribi01,Billy  Harris,G,74,185,Northern Illinois,11/21/1951,1/3/2010,B
hawessp01,Spencer Mason Hawes,C,84,244,Washington,4/28/1988,0000-00-00,W
hazenjo01,John W. Hazen,G,74,172,Indiana State,3/2/1927,10/21/1998,W
hendege02,Jerome McKinley Henderson,,77,215,Duke,12/9/1987,0000-00-00,B
hibbero01,Roy Denzil Hibbert,C,86,278,Georgetown,12/11/1986,0000-00-00,B
hillge01,George Jesse Hill,G,74,180,IUPUI,5/4/1986,0000-00-00,B
hilljo01,Jordan Craig  Hill,F,82,235,Arizona,7/27/1987,0000-00-00,B
hillst01,Steven  Hill,C,84,245,Arkansas,11/14/1985,0000-00-00,W
hinriki01,Kirk James Hinrich,G,75,190,Kansas,1/2/1981,0000-00-00,W
holidjr01,Jrue Randall Holiday,G,75,180,UCLA,6/12/1990,0000-00-00,B
hoskewi01,Wilmer Clemons Hosket,C,77,0,Ohio State,2/19/1911,12/29/1956,W
hudsole01,Lester  Hudson,G,75,190,Tennessee-Martin,8/7/1984,0000-00-00,B
huntech01,Chris  Hunter,F-C,83,240,Michigan,7/7/1984,0000-00-00,B
ilicmi01,Mile  Ilic,C,85,230,none,6/2/1984,0000-00-00,W
jacksce01,Cedric  Jackson,G,75,190,Cleveland State,3/5/1986,0000-00-00,B
jacksda01,Darnell Edred Jackson,F,81,253,Kansas,11/7/1985,0000-00-00,B
jacksma02,Marc Anthony Jackson,C,82,270,Temple,1/6/1975,0000-00-00,B
jamesti01,Tim O'Connor James,F,79,212,Miami (FL),12/25/1976,0000-00-00,B
jeffedo01,Dontell  Jefferson,G,77,195,Arkansas,12/15/1983,0000-00-00,B
jeffeot01,Othyus  Jeffers,G-F,77,200,Robert Morris,8/5/1985,0000-00-00,B
jennibr01,Brandon  Jennings,G,73,169,none,9/23/1989,0000-00-00,B
jetereu01,Eugene  Jeter,G,71,175,Portland,12/2/1983,0000-00-00,B
johnssp01,Charles  Johnson,F-C,75,190,Purdue,0000-00-00,0000-00-00,W
johnsgu01,Gus  Johnson,F-C,77.5,230,Idaho,12/13/1935,4/29/1987,B
johnsha01,Harold H. Johnson,C,78,240,Indiana State,1/30/1920,9/17/1999,W
johnsha03,Harold  Johnson,G-F,73,175,Kansas Wesleyan,0000-00-00,0000-00-00,W
johnsja01,James Patrick Johnson,F,81,245,Wake Forest,2/20/1987,0000-00-00,B
joneswi03,Willie  Jones,G,72,165,American,0000-00-00,0000-00-00,B
karlco01,Coby Joseph Karl,G,77,215,Boise State,3/6/1983,0000-00-00,W
lafayol01,Oliver  Lafayette,G,74,190,Houston,5/6/1984,0000-00-00,B
landrca01,Carl  Christopher Landry,F,79,245,Purdue,9/19/1983,0000-00-00,B
landrma01,Marcus  Landry,F,79,230,Wisconsin,11/1/1985,0000-00-00,B
lawac01,Acie  Law,G,75,195,Texas A&M,1/25/1985,0000-00-00,B
leeco01,Courtney  Lee,G,77,200,Western Kentucky,10/3/1985,0000-00-00,B
lopezbr01,Brook Robert Lopez,C,84,260,Stanford,4/1/1988,0000-00-00,W
lopezro01,Robin Byron Lopez,C-F,84,255,Stanford,4/1/1988,0000-00-00,W
loveke01,Kevin Wesley Love,F,82,260,UCLA,9/7/1988,0000-00-00,W
macklve01,Vernon Leon Macklin,F,82,227,Florida,9/25/1986,0000-00-00,B
macksh01,Shelvin Bernard Mack,G,75,215,Butler,4/22/1990,0000-00-00,B
mahinia01,Ian  Mahinmi,C,82,230,none,11/5/1986,0000-00-00,B
martica01,Cartier Alexander Martin,F,79,220,Kansas State,11/20/1984,0000-00-00,B
matthwe02,Wesley  Matthews,G-F,77,220,Marquette,10/14/1986,0000-00-00,B
maughar01,Ariel Leishman Maughan,F,76,190,Utah State,4/26/1923,8/4/1997,W
maynoer01,Eric Demarqua Maynor,G,75,175,Virginia Commonwealth,6/11/1987,0000-00-00,B
mcgeeja01,JaVale Lindy McGee,C-F,84,237,Nevada-Reno,1/19/1988,0000-00-00,B
mcguido01,Dominic Rashad McGuire,F,80,210,Fresno State,10/20/1985,0000-00-00,B
mcphepa01,Paul L. McPherson,G,74,210,DePaul,7/3/1978,0000-00-00,B
meeksjo01,Jodie  Meeks,G,76,208,Kentucky,8/21/1987,0000-00-00,B
menyade01,Dewitt  Menyard,C,82,210,Utah,5/24/1944,5/21/2009,B
millspa02,Patrick Sammie Mills,G,72,175,St. Mary's,8/11/1988,0000-00-00,B
mingya01,Yao  Ming,C,89,296,none,9/12/1980,0000-00-00,O
moonja01,Jamario Raman Moon,F,80,205,Meridian CC,6/13/1980,0000-00-00,B
mooree_01,E'Twaun Donte Moore,G,76,191,Purdue,2/25/1989,0000-00-00,B
morroan01,Anthony Jarrad Morrow,G,77,210,Georgia Tech,9/27/1985,0000-00-00,B
nachbbo01,Bostjan  Nachbar,F,81,221,none,7/3/1980,0000-00-00,W
ndongbo01,Boniface  N'Dong,C,84,205,none,9/3/1977,0000-00-00,B
nelsode01,DeMarcus De'Juan Nelson,G,76,200,Duke,11/2/1985,0000-00-00,B
nichode01,Demetris Tiaunt Nichols,F,80,216,Syracuse,9/4/1984,0000-00-00,B
noahjo01,Joakim Simon Noah,F-C,83,230,Florida,2/25/1985,0000-00-00,B
noelpa01,Paul Wendel Noel,F,76,185,Kentucky,8/17/1924,11/16/2005,W
oneilmi01,Mike  O'Neill,F,75,210,California,0000-00-00,0000-00-00,W
palmeer01,Errol  Palmer,F,77,195,DePaul,0000-00-00,0000-00-00,B
pargoje01,Jeremy  Pargo,G,74,210,Gonzaga,3/17/1986,0000-00-00,B
pastuge01,George A. Pastushok,G,73,195,St. John's (NY),7/13/1922,12/12/2003,W
pecheol01,Oleksiy  Pecherov,C-F,84,210,none,12/8/1985,0000-00-00,W
pendeje02,Jeff Curtis Pendergraph,F,82,240,Arizona State,4/29/1987,0000-00-00,B
perovko01,Kosta  Perovic,C,86,240,University Braca Karic,2/19/1985,0000-00-00,W
pilchjo01,John A. Pilch,F,75,185,Wyoming,8/11/1925,6/14/1991,W
pinknke01,Kevinn  Pinkney,F,82,245,Nevada-Reno,12/12/1979,0000-00-00,B
poweljo01,Josh  Powell,F,81,225,North Carolina State,12/5/1983,0000-00-00,B
powelka01,Kasib  Powell,F,79,215,Texas Tech,3/18/1981,0000-00-00,B
powelro01,Roger  Powell,F,78,225,Illinois,6/26/1984,0000-00-00,B
pughro01,Roy  Pugh,C-F,78,210,SMU,10/16/1922,8/3/2006,W
randoan01,Anthony Erwin Randolph,F,82,210,Louisiana State,7/15/1989,0000-00-00,B
reaco01,Connie Mack Rea,G-F,75,175,Centenary,1/27/1931,0000-00-00,W
richach01,Chris  Richard,F,81,255,Florida,12/25/1984,0000-00-00,B
richaje01,Jeremy Terrell Richardson,F,79,190,Delta State,2/11/1983,0000-00-00,B
robined01,Eddie B. Robinson,G-F,80,204,Central Oklahoma,4/19/1976,0000-00-00,B
rosede01,Derrick Martell Rose,G,75,190,Memphis ,10/4/1988,0000-00-00,B
russewa02,Walker  Russell,G,72,170,Jacksonville State,10/6/1982,0000-00-00,B
sallejo01,John Thomas Salley,F-C,83,230,Georgia Tech,6/16/1964,0000-00-00,B
sampsja01,Jamal Wesley Sampson,F-C,83,235,California,5/5/1983,0000-00-00,B
sessira01,Ramon  Sessions,G,75,190,Nevada-Reno,4/11/1986,0000-00-00,B
sharpwa01,Walter L. Sharpe,F,81,245,Alabama-Birmingham,7/18/1986,0000-00-00,B
shumpim01,Iman Asante Shumpert,G,77,220,Georgia Tech,6/12/1990,0000-00-00,B
simsbo02,Bob  Sims,C-F,78,220,Western Michigan,0000-00-00,0000-00-00,W
simsco01,Courtney Garland Sims,C,83,245,Michigan,10/21/1983,0000-00-00,B
singlse01,Sean Michael-Eli Singletary,G,72,185,Virginia,9/6/1985,0000-00-00,B
smithja01,Jabari Montsho Smith,C,83,240,Louisiana State,2/12/1977,0000-00-00,B
smithja02,Jason Victor Smith,F,84,240,Colorado State,3/2/1986,0000-00-00,W
smithpe01,Pete  Smith,F,78,205,Pepperdine,0000-00-00,0000-00-00,B
smithwi03,William T. Smith,C,77,230,none,4/22/1911,3/14/1992,B
spanova01,Vassilis  Spanoulis,G,76,188,none,7/8/1982,0000-00-00,W
speigma01,Marreese  Speights,C,82,245,Florida,8/4/1987,0000-00-00,B
stollra01,Randy C. Stoll,C-F,79,235,Washington State,0000-00-00,0000-00-00,W
stuckro01,Rodney Norvell Stuckey,G,77,205,Eastern Washington,4/21/1986,0000-00-00,B
summeda01,DaJuan Michael Summers,F,80,240,Georgetown,1/24/1988,0000-00-00,B
swainbe01,Bennie Samuel Swain,F,80,220,Texas Southern,12/16/1930,6/19/2008,B
tayloje02,Jermaine  Taylor,G-F,76,210,Central Florida,12/8/1986,0000-00-00,B
templga01,Garrett Bartholomew Temple,G,78,190,LSU,5/8/1986,0000-00-00,B
thabeha01,Hasheem  Thabeet,C,87,267,Connecticut,2/16/1987,0000-00-00,B
thomawi01,Willis  Thomas,G,74,185,Tennessee State,0000-00-00,0000-00-00,B
thompja02,Jason Carlton Thompson,F,83,250,Rider,7/21/1986,0000-00-00,B
thornal01,Al  Thornton,F,79,220,Florida State,12/7/1983,0000-00-00,B
thornma01,Marcus Terrell Thornton,G,76,205,LSU,6/5/1987,0000-00-00,B
toddro01,Rolland  Todd,G,75,185,Fresno State,4/26/1934,0000-00-00,W
tollian01,Anthony Lamar Tolliver,C,80,240,Creighton,6/1/1985,0000-00-00,B
tuckeal02,Alando Forest Tucker,F,78,205,Wisconsin,2/11/1984,0000-00-00,B
turnega01,Gary D. Turner,F,79,200,TCU,0000-00-00,0000-00-00,W
vardara01,Ratko  Varda,C,85,260,none,6/5/1979,0000-00-00,W
varejan01,Anderson Franca Varejao,F,82,230,none,11/28/1982,0000-00-00,W
vromaja01,Jackson  Vroman,F-C,82,220,Iowa State,1/6/1981,0000-00-00,W
walkeho01,Horace L. Walker,F,75,210,Michigan State,4/7/1937,6/7/2001,B
walthis01,Isaac  Walthour,G,71,163,none,0000-00-00,0000-00-00,B
warbipe01,Perry L. Warbington,G,74,165,Georgia Southern,9/5/1952,11/9/2008,B
watkida01,Darryl Finesse Watkins,C,83,258,Syracuse,11/8/1984,0000-00-00,B
weaveky01,Kyle Donovan Weaver,G,78,201,Washington State,2/18/1986,0000-00-00,B
westbde01,Dexter  Westbrook,F,80,190,Providence,0000-00-00,0000-00-00,B
westbru01,Russell  Westbrook,G,75,187,UCLA,11/12/1988,0000-00-00,B
westma02,Mario Marcee West,G,77,210,Georgia Tech,6/19/1984,0000-00-00,B
willide01,Deron Michael Williams,G,75,210,Illinois,7/26/1984,0000-00-00,B
willija04,Jawad Hason Williams,F,81,218,North Carolina,2/19/1983,0000-00-00,B
willima04,Marcus Eliot Williams,G-F,79,205,Arizona,11/18/1986,0000-00-00,B
willire02,Reggie  Williams,F,78,210,Virginia Military Institute,9/14/1986,0000-00-00,B
willise01,Sean  Williams,F-C,82,235,Boston College,9/13/1986,0000-00-00,B
willite01,Terrence Deshon Williams,G-F,78,220,Louisville,6/28/1987,0000-00-00,B
wilsoge02,George William Wilson,F,73,190,Northwestern,2/3/1914,11/23/1978,W
wrighbr03,Brandan Keith Wright,F,81,205,North Carolina,10/5/1987,0000-00-00,B
wrighju01,Julian Emil-Jamaal Wright,F,80,225,Kansas,5/20/1987,0000-00-00,B
youngth01,Thaddeus Charles Young,F,80,220,Georgia Tech,6/21/1988,0000-00-00,B
yuesu01,Sun  Yue,G,81,205,none,11/6/1985,0000-00-00,O
zimmede01,Derrick Dewayne Zimmerman,G,75,195,Mississippi State,2/2/1981,0000-00-00,B
ahearbl01,Daniel Blake Ahearn,G,74,190,SW Missouri State,5/27/1984,0000-00-00,W
arroyca01,Carlos Alberto Arroyo Bermudez,G,74,202,Florida International,7/30/1979,0000-00-00,W
artesro01,Metta  World Peace,G-F,78,244,St. John's (NY),11/13/1979,0000-00-00,B
aubucch01,Chester J. Aubuchon,G,70,137,Michigan State,5/18/1916,4/14/2005,W
augusdj01,Darrell Gerard Augustin,G,72,180,Texas,11/10/1987,0000-00-00,B
ayongu01,Gustavo Alfonso Ayon Aguirre,F-C,82,250,UPAEP-Mexico,4/1/1985,0000-00-00,W
bareajo01,Jose Juan Barea Mora,G,71,175,Northeastern,6/26/1984,0000-00-00,W
batises01,Esteban Damian Batista Hernandez,F-C,82,270,none,9/2/1983,0000-00-00,W
bielkdo01,Donald P. Bielke,C,79,240,Valparaiso,0000-00-00,0000-00-00,W
borrela01,Lazaro Manuel Borrell Hernandez,F,80,220,none,9/20/1972,0000-00-00,B
bradlbi02,William C. Bradley,G,71,165,Tennessee State,6/16/1941,6/5/2002,B
brannbo01,Robert Warren Brannum,F-C,77,205,Michigan State,5/28/1926,2/5/2005,W
brockjo01,Jonathan Rodney Brockman,F,79,255,Washington,3/20/1987,0000-00-00,W
brownbo02,Robert Douglas Brown,G,74,175,Cal-State Fullerton,9/24/1984,0000-00-00,B
byrdwa01,Walter  Byrd,F,79,205,Temple,0000-00-00,0000-00-00,B
caldejo01,Jose Manuel Calderon Borrallo,G,75,210,none,9/28/1981,0000-00-00,W
callori01,Richard Marlon Calloway,F,78,180,Kansas,10/12/1966,0000-00-00,B
carlsdo01,Donald Vernon Carlson,G-F,72,170,Minnesota,3/22/1919,10/16/2004,W
chalmma01,Almario Vernard Chalmers,,73,190,Kansas,5/19/1986,0000-00-00,B
chrisca01,Calvin Lawrence Christensen,F-C,77,210,Toledo,6/6/1927,8/31/2011,W
conlemi01,Michael Alex Conley,G,73,175,Ohio State,10/11/1987,0000-00-00,B
cookno01,Norman  Cook,F,80,210,Kansas,3/2/1955,12/22/2008,B
corleke01,Kenneth  Corley,C,76.5,210,Oklahoma St. Teachers,0000-00-00,0000-00-00,W
corlera01,Raymond Charles Corley,G,72,180,Georgetown,1/14/1928,2/5/2007,W
crawffr01,Frederick Russell Crawford,G-F,76,189,St. Bonaventure,12/23/1940,0000-00-00,B
crawfjo01,Joseph Reshard Crawford,G,77,210,Kentucky,6/17/1986,0000-00-00,B
curryst01,Wardell Stephen Curry,G,75,185,Davidson,3/14/1988,0000-00-00,B
diawbo01,Boris Babacar Diaw-Riffiod,G-F,80,203,none,4/16/1982,0000-00-00,B
diazgu01,Guillermo Jose Diaz Gonzalez,G,74,185,Miami (FL),3/4/1985,0000-00-00,B
dilladu01,Dwaine R. Dillard,F,78,230,Eastern Michigan,3/9/1949,6/25/2008,B
dorsejo01,Richard Elmer Dorsey,F,80,268,Memphis ,12/16/1983,0000-00-00,B
earlype01,Penny Ann Early (Hill),G,63,114,none,5/30/1943,0000-00-00,W
eskrija01,John W. Eskridge,C-F,76,180,Kansas,0000-00-00,0000-00-00,W
eyengch01,Christian  Eyenga Moenge,G-F,78,210,none,6/22/1989,0000-00-00,B
ezersjo01,John J. Ezersky,F-G,75,175,none,0000-00-00,0000-00-00,W
farieke01,Kenneth Bernard Faried Lewis,F,80,228,Morehead State,11/19/1989,0000-00-00,B
fazekni01,Nicholas Ryan Fazekas,F,83,235,Nevada-Reno,6/7/1985,0000-00-00,W
fernaru01,Rudolfo  Fernandez Farres,G-F,78,185,none,4/4/1985,0000-00-00,W
finnda01,Daniel Lawrence Finn,G,73,185,St. John's (NY),5/29/1928,2/18/2007,W
garbajo01,Jorge  Garbajosa Chaparro,F,81,245,none,12/19/1977,0000-00-00,W
garnech01,Christopher  Garner,G,70,156,Memphis,2/23/1975,0000-00-00,B
gasolma01,Marc  Gasol Saez,C,85,265,none,1/29/1985,0000-00-00,W
gasolpa01,Pau  Gasol Saez,F,84,227,none,7/6/1980,0000-00-00,W
giddejr01,Justin Ray Giddens,G,77,215,New Mexico,2/13/1985,0000-00-00,B
gillihe01,Herman L. Gilliam,G-F,75,185,Purdue,4/5/1947,4/16/2005,B
ginobem01,Emanuel David Ginobili,F,78,210,none,7/28/1977,0000-00-00,W
greenda02,Daniel Richard Green,G-F,78,210,North Carolina,6/22/1987,0000-00-00,B
greenje02,Jeffrey Lynn Green,F,81,228,Georgetown,8/28/1986,0000-00-00,B
hansbty01,Andrew Tyler Hansbrough,F,81,250,North Carolina,11/3/1985,0000-00-00,W
harrimi01,Michael  Harris,F,78,240,Rice,6/15/1983,0000-00-00,B
herrmwa01,Walter  Herrmann Heinrich,F-C,81,225,none,6/26/1979,0000-00-00,W
hicksjj01,James Edward Hickson,F,81,242,North Carolina State,9/4/1988,0000-00-00,B
hilarne01,  Nene,F-C,83,260,none,9/13/1982,0000-00-00,B
holcodo01,Douglas Martin Holcomb,F,76,200,Wisconsin,2/9/1921,2/3/2008,W
horfoal01,Alfred Joel Horford Reynoso,F-C,82,245,Florida,6/3/1986,0000-00-00,B
hunteot01,Tegba Othello Hunter,F,80,225,Ohio State,5/28/1986,0000-00-00,B
ibakase01,Sergeballu L.S.L.W.J.H. Ibaka,F,82,235,none,9/18/1989,0000-00-00,B
jarosto01,Anthony Joseph Jaros,F-G,75,180,Minnesota,2/21/1920,4/22/1995,W
jianlyi01,Jianlian  Yi,F,83,238,none,10/27/1987,0000-00-00,O
johnstr01,Clinton  Johnson,G-F,77,218,Jackson State,8/30/1984,0000-00-00,B
jordade01,Hyland DeAndre Jordan,C,83,250,Texas A&M,7/21/1988,0000-00-00,B
kelleke01,Kenneth W. Keller,G,73,180,St. John's (NY),7/30/1925,2/24/1983,W
kerrjo01,John Graham Kerr,C-F,81,230,Illinois,8/17/1932,2/26/2009,W
kirklwi01,Wilber  Kirkland,F,79,190,Cheyney State,0000-00-00,0000-00-00,B
knighbo01,Bobby F. Knight,G-F,74,185,none,4/30/1929,5/23/2008,B
kojisdo01,Donald R. Kojis,F,75,202,Marquette,1/15/1939,0000-00-00,W
koufoko01,Kostantine Demetrios Koufos,C,84,265,Ohio State,2/24/1989,0000-00-00,W
kronto01,Thomas M. Kron,G,77,200,Kentucky,2/20/1944,11/29/2007,W
kurzro01,Robert Karl Kurz,F,81,232,Notre Dame,3/5/1985,0000-00-00,W
kutluib01,Ibrahim  Kutluay,G,78,200,none,1/7/1974,0000-00-00,W
lacyed01,Edgar Eddie Lacey,F,78,190,UCLA,8/2/1944,3/22/2011,B
langfke01,Andre Keith Langford,G,76,215,Kansas,9/15/1983,0000-00-00,B
lasmest01,Yann Stephane Lasme,F,80,215,Massachusetts,12/17/1982,0000-00-00,B
lawsoty01,Tywon Ronnell Lawson,G,71,195,North Carolina,11/3/1987,0000-00-00,B
leedi01,Richard  Lee,F,0,0,none?,0000-00-00,0000-00-00,
lofgrdo01,Donald J. Lofgran,F-C,77,200,San Francisco,11/8/1929,6/17/1976,W
lopezra01,Raul  Lopez Molist,G,72,180,none,4/15/1980,0000-00-00,W
lujacal01,Aloysius R. Lujack,F,75,220,Georgetown,10/5/1920,12/26/2002,W
lynamrb01,Robert Bracey Lynam,G,73,190,Oklahoma Baptist,0000-00-00,0000-00-00,W
mangifr01,Francis E. Mangiapane,G,70,195,NYU,8/21/1925,7/31/2005,W
mannied01,Edward R. Manning,F,79,210,Jackson State,1/2/1943,3/4/2011,B
martife01,Fernando  Martin Espina,C,81,220,none,3/25/1962,12/3/1989,W
mayooj01,Ovinton J'Anthony Mayo,G,76,210,USC,11/5/1987,0000-00-00,B
mcbrike01,Kenneth S. McBride,G-F,75,190,Maryland State,5/23/1929,5/14/2005,B
mccarho01,Howard T. McCarty,F-G,74,190,Wayne State (MI),0000-00-00,0000-00-00,W
mcmulma01,Malcolm H. McMullen,F-C,77,205,Xavier (OH),8/23/1927,4/11/1995,W
mcnabch01,Chester D. McNabb,F,74,200,Arizona State,9/19/1920,6/14/1990,W
mcrobjo01,Joshua Scott McRoberts,F,82,240,Duke,2/28/1987,0000-00-00,W
miksial01,Alfonse Klaud Miksis,C,79,210,Western Illinois,7/7/1924,11/6/2009,W
milescj01,Calvin  Miles,G,78,210,none,3/18/1987,0000-00-00,B
moorela01,Lawrence  Moore,F,79,215,Florida State,0000-00-00,0000-00-00,W
mooreri01,Richard L. Moore,G,74,190,Hiram Scott,0000-00-00,0000-00-00,W
mulleby01,Byron James Mullens,C,84,275,Ohio State,2/14/1989,0000-00-00,W
navarju01,Juan Carlos Navarro Feijoo,G,75,170,none,6/13/1980,0000-00-00,W
novakst01,Steven Michael Novak,F,82,220,Marquette,6/13/1983,0000-00-00,W
odengr01,Gregory Wayen Oden,C,84,285,Ohio State,1/22/1988,0000-00-00,B
ortizjo01,Jose Rafael Ortiz Rijos,F-C,82,225,Oregon State,10/25/1963,0000-00-00,W
parksch01,Charles  Parks,F,77,210,Idaho State,0000-00-00,0000-00-00,B
parksri01,Richard E. Parks,F,79,235,St. Louis,10/26/1943,0000-00-00,W
priceaj01,Anthony Jordan Price,G,74,181,Connecticut,10/7/1986,0000-00-00,B
pruitga01,Gabriel Michael Pruitt,G,76,170,USC,4/19/1986,0000-00-00,B
putnado01,James Donald Putman,G,72,160,Denver,11/13/1922,6/29/2006,W
ramospe01,Peter John Ramos Fuentes,C,87,275,none,5/23/1985,0000-00-00,B
ranzisa01,Samuel Salvadore Ranzino,G,73,185,North Carolina State,6/23/1928,3/13/1994,W
